             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
      7380182_1164     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1165     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1167     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1170     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1173     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1176     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1177     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1178     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1179     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1181     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1183     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1185     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1186     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1190     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1191     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1192     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1194     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1195     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1198     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1199     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1200     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1201     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1202     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1203     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1204     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1207     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1209     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1210     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1211     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
      7380182_1216     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1217     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1219     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1221     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1222     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1224     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1226     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1227     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1228     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1229     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1231     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1233     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1235     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1236     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1237     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1239     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1242     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1244     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1245     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1246     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1249     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1250     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1253     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1254     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1255     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1257     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1259     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1262     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1263     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1264     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1268     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1270     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1271     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1278     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1028
      7380182_1279     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1281     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1282     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1284     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1285     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1286     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1289     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1292     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1293     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1294     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1297     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1298     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1299     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1300     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1301     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1303     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1304     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1305     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1306     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1307     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1309     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1310     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1311     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1312     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1319     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1320     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1321     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1322     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1323     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1324     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1325     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1326     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1328     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1333     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1335     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1336     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1338     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1339     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1341     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1342     short 9_4bell_  ysn8861  R    1:35:55      1 qnode1069
      7380182_1031     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1032     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1033     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1034     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1037     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1038     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1039     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1040     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1041     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1042     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1044     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1047     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1052     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1053     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1054     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1055     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1056     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1057     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9009
      7380182_1062     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1066     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1067     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1068     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1069     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1070     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1071     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1072     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1073     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1074     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1075     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1077     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1078     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1079     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1081     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1082     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1083     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1084     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1085     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1086     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1088     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1089     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1090     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1091     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1092     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
      7380182_1098     short 9_4bell_  ysn8861  R    1:35:56      1 qnode9004
       7379155_947     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_948     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_949     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_950     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_951     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_952     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_953     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_955     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_956     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_958     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_959     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_960     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_961     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_963     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_964     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_965     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_966     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_967     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_968     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_969     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9001
       7379155_970     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_971     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_973     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_974     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_975     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_976     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_977     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_978     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_979     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_980     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_981     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_982     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_983     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_984     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_985     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_986     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_987     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_988     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_989     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_990     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_991     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_992     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_993     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_994     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_995     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_996     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_997     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_998     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
       7379155_999     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
      7379155_1000     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
      7379155_1001     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
      7379155_1002     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
      7379155_1003     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
      7379155_1004     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
      7379155_1006     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
      7379155_1007     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
      7379155_1008     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
      7379155_1009     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9002
      7379155_1010     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9003
      7379155_1012     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9003
      7379155_1013     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9003
      7379155_1014     short 7_4bell_  ysn8861  R    1:36:57      1 qnode9003
